date,age,gender,ads,unique_campaigns,impressions,clicks,spent,total_conversion,approved_conversion,revenue,ctr,conversion_rate,cpc,cpa,roas,segment_level,trend_keyword,search_interest
2017-08-18,35-39,F,21,1,5921374,1048,1547.069993184,75,24,480.0,0.00017698594954481848,0.022900763358778626,1.4762118255572518,64.461249716,0.3102639196124021,age_gender,fashion,90
2017-08-18,35-39,F,21,1,5921374,1048,1547.069993184,75,24,480.0,0.00017698594954481848,0.022900763358778626,1.4762118255572518,64.461249716,0.3102639196124021,age_gender,fitness,84
2017-08-18,35-39,F,21,1,5921374,1048,1547.069993184,75,24,480.0,0.00017698594954481848,0.022900763358778626,1.4762118255572518,64.461249716,0.3102639196124021,age_gender,grocery,76
2017-08-18,35-39,F,21,1,5921374,1048,1547.069993184,75,24,480.0,0.00017698594954481848,0.022900763358778626,1.4762118255572518,64.461249716,0.3102639196124021,age_gender,skin care,90
2017-08-18,35-39,M,13,2,75530,15,21.179999947,14,3,60.0,0.00019859658413875282,0.2,1.4119999964666665,7.059999982333333,2.8328611968905406,age_gender,fashion,90
2017-08-18,35-39,M,13,2,75530,15,21.179999947,14,3,60.0,0.00019859658413875282,0.2,1.4119999964666665,7.059999982333333,2.8328611968905406,age_gender,fitness,84
2017-08-18,35-39,M,13,2,75530,15,21.179999947,14,3,60.0,0.00019859658413875282,0.2,1.4119999964666665,7.059999982333333,2.8328611968905406,age_gender,grocery,76
2017-08-18,35-39,M,13,2,75530,15,21.179999947,14,3,60.0,0.00019859658413875282,0.2,1.4119999964666665,7.059999982333333,2.8328611968905406,age_gender,skin care,90
2017-08-18,40-44,F,9,1,1545055,333,479.59999652700003,20,4,80.0,0.00021552630812495349,0.012012012012012012,1.440240229810811,119.89999913175001,0.16680567260074247,age_gender,fashion,90
2017-08-18,40-44,F,9,1,1545055,333,479.59999652700003,20,4,80.0,0.00021552630812495349,0.012012012012012012,1.440240229810811,119.89999913175001,0.16680567260074247,age_gender,fitness,84
2017-08-18,40-44,F,9,1,1545055,333,479.59999652700003,20,4,80.0,0.00021552630812495349,0.012012012012012012,1.440240229810811,119.89999913175001,0.16680567260074247,age_gender,grocery,76
2017-08-18,40-44,F,9,1,1545055,333,479.59999652700003,20,4,80.0,0.00021552630812495349,0.012012012012012012,1.440240229810811,119.89999913175001,0.16680567260074247,age_gender,skin care,90
2017-08-18,40-44,M,8,2,837681,137,221.389998438,13,5,100.0,0.00016354674392758103,0.0364963503649635,1.615985390058394,44.2779996876,0.45169158817264676,age_gender,fashion,90
2017-08-18,40-44,M,8,2,837681,137,221.389998438,13,5,100.0,0.00016354674392758103,0.0364963503649635,1.615985390058394,44.2779996876,0.45169158817264676,age_gender,fitness,84
2017-08-18,40-44,M,8,2,837681,137,221.389998438,13,5,100.0,0.00016354674392758103,0.0364963503649635,1.615985390058394,44.2779996876,0.45169158817264676,age_gender,grocery,76
2017-08-18,40-44,M,8,2,837681,137,221.389998438,13,5,100.0,0.00016354674392758103,0.0364963503649635,1.615985390058394,44.2779996876,0.45169158817264676,age_gender,skin care,90
2017-08-18,45-49,F,10,1,437689,142,199.79999973,16,4,80.0,0.00032443127426094785,0.028169014084507043,1.4070422516197183,49.9499999325,0.40040040094148205,age_gender,fashion,90
2017-08-18,45-49,F,10,1,437689,142,199.79999973,16,4,80.0,0.00032443127426094785,0.028169014084507043,1.4070422516197183,49.9499999325,0.40040040094148205,age_gender,fitness,84
2017-08-18,45-49,F,10,1,437689,142,199.79999973,16,4,80.0,0.00032443127426094785,0.028169014084507043,1.4070422516197183,49.9499999325,0.40040040094148205,age_gender,grocery,76
2017-08-18,45-49,F,10,1,437689,142,199.79999973,16,4,80.0,0.00032443127426094785,0.028169014084507043,1.4070422516197183,49.9499999325,0.40040040094148205,age_gender,skin care,90
2017-08-18,45-49,M,13,1,2842270,583,933.530002729,25,5,100.0,0.00020511774039763992,0.008576329331046312,1.6012521487632934,186.7060005458,0.10712028505529414,age_gender,fashion,90
2017-08-18,45-49,M,13,1,2842270,583,933.530002729,25,5,100.0,0.00020511774039763992,0.008576329331046312,1.6012521487632934,186.7060005458,0.10712028505529414,age_gender,fitness,84
2017-08-18,45-49,M,13,1,2842270,583,933.530002729,25,5,100.0,0.00020511774039763992,0.008576329331046312,1.6012521487632934,186.7060005458,0.10712028505529414,age_gender,grocery,76
2017-08-18,45-49,M,13,1,2842270,583,933.530002729,25,5,100.0,0.00020511774039763992,0.008576329331046312,1.6012521487632934,186.7060005458,0.10712028505529414,age_gender,skin care,90
