audience_cluster_key,audience_cluster_label,ads,unique_campaigns,date_first,date_last,age_modes,gender_modes,impressions,clicks,spent,total_conversion,approved_conversion,revenue,click_anomalies,conversion_anomalies,ctr,conversion_rate,cpc,cpa,roas,eligible_for_ranking
20_24_25,cluster_262,2,1,2017-08-18,2017-08-21,"30-34, 45-49",F,16218,6,8.789999962,2,0,0.0,0,0,0.0003699593044765076,0.0,1.4649999936666667,,0.0,False
25_27_28,cluster_377,1,1,2017-08-19,2017-08-19,30-34,M,50523,6,8.549999952,1,0,0.0,0,0,0.00011875779348019714,0.0,1.424999992,,0.0,False
66_68_68,cluster_741,1,1,2017-08-24,2017-08-24,35-39,M,38580,5,8.519999981,1,0,0.0,0,0,0.00012960082944530845,0.0,1.7039999961999999,,0.0,False
27_32_33,cluster_448,1,1,2017-08-24,2017-08-24,30-34,F,22572,5,8.5,1,0,0.0,0,0,0.00022151337940811626,0.0,1.7,,0.0,False
4_2_3,cluster_670,1,0,2017-08-29,2017-08-29,35-39,F,20780,5,8.189999938,1,0,0.0,0,0,0.00024061597690086623,0.0,1.6379999876,,0.0,False
27_32_32,cluster_447,1,1,2017-08-20,2017-08-20,35-39,F,20277,6,8.050000072,1,0,0.0,0,0,0.00029590176061547566,0.0,1.3416666786666667,,0.0,False
63_67_69,cluster_686,1,1,2017-08-18,2017-08-18,35-39,F,18234,6,7.810000062,1,0,0.0,0,0,0.0003290556103981573,0.0,1.301666677,,0.0,False
117_114_120,cluster_121,1,0,2017-08-21,2017-08-21,35-39,M,61441,5,7.700000048,1,0,0.0,0,0,8.13788838072297e-05,0.0,1.5400000096,,0.0,False
2_6_3,cluster_531,1,1,2017-08-20,2017-08-20,40-44,M,32574,5,7.480000019,1,0,0.0,0,0,0.00015349665377294776,0.0,1.4960000038,,0.0,False
64_70_69,cluster_718,2,1,2017-08-18,2017-08-30,30-34,"F, M",16446,5,7.319999814000001,2,0,0.0,0,0,0.00030402529490453604,0.0,1.4639999628000002,,0.0,False
64_65_65,cluster_696,1,1,2017-08-20,2017-08-20,45-49,F,10677,5,7.269999981,1,0,0.0,0,0,0.00046829633792263745,0.0,1.4539999961999999,,0.0,False
10_13_14,cluster_051,1,1,2017-08-23,2017-08-23,30-34,F,26910,5,7.229999781,1,0,0.0,0,0,0.0001858045336306206,0.0,1.4459999562,,0.0,False
28_24_25,cluster_454,1,0,2017-08-25,2017-08-25,45-49,F,14167,5,7.139999986,1,0,0.0,0,0,0.0003529328721677137,0.0,1.4279999972000001,,0.0,False
18_23_22,cluster_214,1,1,2017-08-24,2017-08-24,45-49,F,17167,5,6.910000086,1,0,0.0,0,0,0.00029125648045669016,0.0,1.3820000172,,0.0,False
26_30_32,cluster_410,1,1,2017-08-28,2017-08-28,30-34,M,15910,5,6.779999852,1,0,0.0,0,0,0.00031426775612822125,0.0,1.3559999704,,0.0,False
32_34_36,cluster_606,1,1,2017-08-22,2017-08-22,30-34,M,57690,4,6.74000001,1,0,0.0,0,0,6.933610677760443e-05,0.0,1.6850000025,,0.0,False
16_18_22,cluster_171,3,1,2017-08-21,2017-08-23,30-34,"F, M",56997,5,6.73000002,3,0,0.0,0,0,8.772391529378739e-05,0.0,1.346000004,,0.0,False
26_30_31,cluster_409,2,2,2017-08-18,2017-08-19,"30-34, 40-44",M,31667,5,6.730000019,2,0,0.0,0,0,0.00015789307480973885,0.0,1.3460000038,,0.0,False
16_18_18,cluster_167,2,1,2017-08-18,2017-08-29,"30-34, 35-39","F, M",24306,5,6.679999948,4,0,0.0,0,0,0.00020571052415041554,0.0,1.3359999895999999,,0.0,False
28_32_31,cluster_474,2,2,2017-08-28,2017-08-30,30-34,M,18890,5,6.300000072,2,0,0.0,0,0,0.00026469031233456857,0.0,1.2600000143999999,,0.0,False
27_29_33,cluster_434,1,1,2017-08-18,2017-08-18,45-49,F,12215,4,6.26000011,1,0,0.0,0,0,0.0003274662300450266,0.0,1.5650000275,,0.0,False
29_34_32,cluster_514,2,1,2017-08-24,2017-08-28,"30-34, 45-49",M,24408,5,6.099999905,2,0,0.0,0,0,0.00020485086856768272,0.0,1.219999981,,0.0,False
27_31_32,cluster_442,1,1,2017-08-26,2017-08-26,45-49,F,9240,3,6.039999962,1,0,0.0,0,0,0.0003246753246753247,0.0,2.0133333206666664,,0.0,False
38_36_37,cluster_667,1,0,2017-08-23,2017-08-23,30-34,F,39339,4,5.929999948,1,0,0.0,0,0,0.00010168026640229797,0.0,1.482499987,,0.0,False
23_27_24,cluster_334,1,1,2017-08-27,2017-08-27,35-39,M,31265,4,5.789999902,1,0,0.0,0,0,0.00012793858947705101,0.0,1.4474999755,,0.0,False
36_37_39,cluster_646,1,1,2017-08-27,2017-08-27,30-34,M,38900,3,5.580000043,1,0,0.0,0,0,7.712082262210797e-05,0.0,1.8600000143333333,,0.0,False
22_23_25,cluster_307,1,1,2017-08-29,2017-08-29,40-44,F,10750,4,5.389999866,1,0,0.0,0,0,0.00037209302325581393,0.0,1.3474999665,,0.0,False
15_19_17,cluster_147,2,2,2017-08-26,2017-08-29,30-34,"F, M",19028,4,5.350000023,2,0,0.0,0,0,0.00021021652301870928,0.0,1.33750000575,,0.0,False
28_32_33,cluster_476,1,1,2017-08-22,2017-08-22,30-34,F,15645,4,5.349999905,1,0,0.0,0,0,0.0002556727388942154,0.0,1.33749997625,,0.0,False
28_34_33,cluster_483,1,1,2017-08-23,2017-08-23,30-34,M,38757,3,5.220000029,1,0,0.0,0,0,7.740537193281214e-05,0.0,1.7400000096666668,,0.0,False
26_32_32,cluster_415,1,1,2017-08-24,2017-08-24,30-34,F,10126,3,4.619999886,1,0,0.0,0,0,0.0002962670353545329,0.0,1.5399999619999998,,0.0,False
27_33_30,cluster_450,2,1,2017-08-18,2017-08-18,"30-34, 40-44",F,14989,3,4.550000191,2,0,0.0,0,0,0.00020014677430115418,0.0,1.5166667303333332,,0.0,False
10_12_13,cluster_044,3,1,2017-08-19,2017-08-25,"30-34, 35-39, 45-49","F, M",10563,3,4.53000009,3,0,0.0,0,0,0.00028401022436807724,0.0,1.5100000299999998,,0.0,False
29_35_31,cluster_518,1,1,2017-08-29,2017-08-29,35-39,M,12158,3,4.449999928,1,0,0.0,0,0,0.0002467511103799967,0.0,1.4833333093333334,,0.0,False
63_66_68,cluster_681,1,1,2017-08-23,2017-08-23,45-49,M,11988,3,4.269999862,1,0,0.0,0,0,0.00025025025025025025,0.0,1.4233332873333333,,0.0,False
30_31_34,cluster_550,1,1,2017-08-22,2017-08-22,30-34,M,41636,3,4.210000038,1,0,0.0,0,0,7.20530310308387e-05,0.0,1.4033333460000001,,0.0,False
64_65_68,cluster_699,2,1,2017-08-18,2017-08-22,"30-34, 35-39",F,15014,3,4.090000033,2,0,0.0,0,0,0.00019981350739309978,0.0,1.3633333443333333,,0.0,False
28_29_30,cluster_462,2,1,2017-08-20,2017-08-21,"35-39, 40-44","F, M",8369,3,4.079999924,2,0,0.0,0,0,0.0003584657665192974,0.0,1.3599999746666667,,0.0,False
64_65_66,cluster_697,1,1,2017-08-21,2017-08-21,40-44,F,9965,3,4.050000072,1,0,0.0,0,0,0.00030105368790767686,0.0,1.3500000239999999,,0.0,False
28_29_31,cluster_463,1,1,2017-08-29,2017-08-29,35-39,M,8259,3,3.980000019,1,0,0.0,0,0,0.0003632401017072285,0.0,1.326666673,,0.0,False
18_23_23,cluster_215,2,2,2017-08-22,2017-08-27,30-34,M,32469,2,3.800000072,2,0,0.0,0,0,6.159721580584558e-05,0.0,1.900000036,,0.0,False
67_63_65,cluster_746,1,0,2017-08-23,2017-08-23,30-34,F,24893,2,3.75,1,0,0.0,0,0,8.034387177118065e-05,0.0,1.875,,0.0,False
24_30_29,cluster_366,1,1,2017-08-20,2017-08-20,30-34,M,9142,3,3.749999881,1,0,0.0,0,0,0.00032815576460293154,0.0,1.2499999603333334,,0.0,False
25_30_27,cluster_382,2,2,2017-08-26,2017-08-30,"30-34, 35-39",M,28799,3,3.709999919,3,0,0.0,0,0,0.00010417028369040591,0.0,1.2366666396666666,,0.0,False
28_23_29,cluster_453,1,0,2017-08-19,2017-08-19,45-49,M,18946,2,3.599999905,1,0,0.0,0,0,0.00010556317956296844,0.0,1.7999999525,,0.0,False
23_24_27,cluster_331,2,2,2017-08-21,2017-08-28,"30-34, 35-39",M,27129,2,3.24000001,2,0,0.0,0,0,7.372184746949758e-05,0.0,1.620000005,,0.0,False
106_100_105,cluster_018,1,0,2017-08-26,2017-08-26,30-34,M,33445,2,3.199999928,1,0,0.0,0,0,5.979967110180894e-05,0.0,1.599999964,,0.0,False
26_20_25,cluster_387,1,0,2017-08-30,2017-08-30,45-49,M,17662,2,3.189999938,1,0,0.0,0,0,0.00011323745895142112,0.0,1.594999969,,0.0,False
36_37_40,cluster_647,1,1,2017-08-22,2017-08-22,30-34,M,29185,2,3.149999976,1,0,0.0,0,0,6.85283536063046e-05,0.0,1.574999988,,0.0,False
2_4_3,cluster_525,1,1,2017-08-22,2017-08-22,40-44,M,3812,2,3.049999952,1,0,0.0,0,0,0.0005246589716684155,0.0,1.524999976,,0.0,False
26_27_32,cluster_399,2,1,2017-08-19,2017-08-24,"30-34, 35-39","F, M",7562,2,2.950000048,2,0,0.0,0,0,0.0002644802962179318,0.0,1.475000024,,0.0,False
24_26_27,cluster_356,2,2,2017-08-17,2017-08-25,"40-44, 45-49",M,5330,2,2.850000024,2,0,0.0,0,0,0.000375234521575985,0.0,1.425000012,,0.0,False
16_21_19,cluster_185,1,1,2017-08-18,2017-08-18,35-39,M,9948,2,2.720000029,2,0,0.0,0,0,0.0002010454362685967,0.0,1.3600000145,,0.0,False
25_31_27,cluster_385,1,1,2017-08-24,2017-08-24,35-39,F,4868,2,2.420000076,1,0,0.0,0,0,0.0004108463434675431,0.0,1.210000038,,0.0,False
26_27_31,cluster_398,2,1,2017-08-19,2017-08-20,"30-34, 40-44",F,8780,2,2.349999964,2,0,0.0,0,0,0.00022779043280182233,0.0,1.174999982,,0.0,False
7_10_9,cluster_774,1,1,2017-08-23,2017-08-23,35-39,M,28989,2,2.290000021,1,0,0.0,0,0,6.899168650177653e-05,0.0,1.1450000105,,0.0,False
22_26_25,cluster_317,1,1,2017-08-23,2017-08-23,40-44,F,5794,2,2.269999981,1,0,0.0,0,0,0.00034518467380048324,0.0,1.1349999905,,0.0,False
20_23_21,cluster_258,1,1,2017-08-25,2017-08-25,30-34,F,4626,2,2.099999905,2,0,0.0,0,0,0.00043233895373973193,0.0,1.0499999525,,0.0,False
63_64_67,cluster_674,1,1,2017-08-22,2017-08-22,30-34,M,20423,1,1.960000038,1,0,0.0,0,0,4.896440287910689e-05,0.0,1.960000038,,0.0,False
29_25_27,cluster_487,1,0,2017-08-19,2017-08-19,35-39,F,8341,1,1.639999986,1,0,0.0,0,0,0.00011988970147464332,0.0,1.639999986,,0.0,False
18_19_24,cluster_204,1,1,2017-08-18,2017-08-18,45-49,M,4919,1,1.590000033,1,0,0.0,0,0,0.00020329335230737954,0.0,1.590000033,,0.0,False
63_65_65,cluster_676,1,1,2017-08-30,2017-08-30,35-39,F,5602,1,1.580000043,1,0,0.0,0,0,0.0001785076758300607,0.0,1.580000043,,0.0,False
15_16_21,cluster_136,1,1,2017-08-21,2017-08-21,40-44,F,5859,1,1.539999962,1,0,0.0,0,0,0.00017067759003242875,0.0,1.539999962,,0.0,False
27_31_31,cluster_441,1,1,2017-08-17,2017-08-17,30-34,M,2355,1,1.5,1,0,0.0,0,0,0.0004246284501061571,0.0,1.5,,0.0,False
10_15_13,cluster_059,1,1,2017-08-20,2017-08-20,40-44,F,3149,1,1.480000019,1,0,0.0,0,0,0.00031756113051762465,0.0,1.480000019,,0.0,False
27_28_31,cluster_428,1,1,2017-08-20,2017-08-20,35-39,F,2563,1,1.480000019,1,0,0.0,0,0,0.0003901677721420211,0.0,1.480000019,,0.0,False
66_72_68,cluster_745,1,1,2017-08-20,2017-08-20,40-44,M,9773,1,1.460000038,1,0,0.0,0,0,0.00010232272587741738,0.0,1.460000038,,0.0,False
24_26_30,cluster_358,1,1,2017-08-21,2017-08-21,45-49,F,944,1,1.419999957,1,0,0.0,0,0,0.001059322033898305,0.0,1.419999957,,0.0,False
36_41_40,cluster_658,1,1,2017-08-19,2017-08-19,40-44,M,1884,1,1.409999967,1,0,0.0,0,0,0.0005307855626326964,0.0,1.409999967,,0.0,False
28_31_32,cluster_471,1,1,2017-08-20,2017-08-20,30-34,F,2749,1,1.389999986,1,0,0.0,0,0,0.0003637686431429611,0.0,1.389999986,,0.0,False
10_11_13,cluster_040,1,1,2017-08-21,2017-08-21,40-44,F,5839,1,1.370000005,1,0,0.0,0,0,0.00017126220243192326,0.0,1.370000005,,0.0,False
18_21_21,cluster_209,1,1,2017-08-20,2017-08-20,30-34,M,6142,1,1.330000043,1,0,0.0,0,0,0.00016281341582546403,0.0,1.330000043,,0.0,False
23_24_25,cluster_330,1,1,2017-08-23,2017-08-23,30-34,F,6469,2,1.309999943,1,0,0.0,0,0,0.0003091667954861648,0.0,0.6549999715,,0.0,False
31_32_36,cluster_582,1,1,2017-08-29,2017-08-29,35-39,M,15513,1,1.289999962,1,0,0.0,0,0,6.44620640752917e-05,0.0,1.289999962,,0.0,False
36_38_40,cluster_651,2,1,2017-08-19,2017-08-22,"35-39, 45-49",M,3052,1,1.289999962,2,0,0.0,0,0,0.000327653997378768,0.0,1.289999962,,0.0,False
7_9_10,cluster_780,1,1,2017-08-24,2017-08-24,30-34,F,3989,1,1.279999971,1,0,0.0,0,0,0.000250689395838556,0.0,1.279999971,,0.0,False
21_27_26,cluster_297,1,1,2017-08-23,2017-08-23,30-34,F,4706,1,1.220000029,1,0,0.0,0,0,0.00021249468763280918,0.0,1.220000029,,0.0,False
25_29_26,cluster_380,1,1,2017-08-27,2017-08-27,35-39,F,2508,1,1.220000029,1,0,0.0,0,0,0.00039872408293460925,0.0,1.220000029,,0.0,False
28_29_32,cluster_464,2,1,2017-08-18,2017-08-18,35-39,M,3104,1,1.070000052,2,0,0.0,0,0,0.00032216494845360824,0.0,1.070000052,,0.0,False
29_32_35,cluster_506,1,1,2017-08-26,2017-08-26,30-34,M,5374,1,1.039999962,4,0,0.0,0,0,0.00018608113137327876,0.0,1.039999962,,0.0,False
18_24_22,cluster_218,3,2,2017-08-17,2017-08-23,"30-34, 40-44, 45-49",F,9198,1,1.029999971,3,0,0.0,0,0,0.00010871928680147858,0.0,1.029999971,,0.0,False
25_28_26,cluster_379,1,1,2017-08-21,2017-08-21,30-34,F,2983,1,0.970000029,1,0,0.0,0,0,0.00033523298692591353,0.0,0.970000029,,0.0,False
19_20_20,cluster_227,1,1,2017-08-24,2017-08-24,30-34,M,5209,1,0.959999979,2,0,0.0,0,0,0.0001919754271453254,0.0,0.959999979,,0.0,False
15_18_17,cluster_142,1,1,2017-08-29,2017-08-29,30-34,F,8613,1,0.889999986,2,0,0.0,0,0,0.00011610356437942645,0.0,0.889999986,,0.0,False
28_34_31,cluster_482,1,1,2017-08-19,2017-08-19,30-34,F,4783,1,0.860000014,1,0,0.0,0,0,0.0002090738030524775,0.0,0.860000014,,0.0,False
30_34_31,cluster_556,1,1,2017-08-30,2017-08-30,30-34,M,2305,1,0.569999993,1,0,0.0,0,0,0.0004338394793926247,0.0,0.569999993,,0.0,False
22_25_26,cluster_313,1,1,2017-08-20,2017-08-20,35-39,F,2189,1,0.409999996,1,0,0.0,0,0,0.00045682960255824577,0.0,0.409999996,,0.0,False
2_6_8,cluster_532,1,1,2017-08-18,2017-08-18,30-34,M,2338,1,0.239999995,1,0,0.0,0,0,0.000427715996578272,0.0,0.239999995,,0.0,False
10_11_11,cluster_038,1,1,2017-08-21,2017-08-21,40-44,M,1415,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
10_12_14,cluster_045,1,1,2017-08-24,2017-08-24,30-34,F,2077,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
10_15_12,cluster_058,1,1,2017-08-19,2017-08-19,30-34,F,1539,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
10_15_15,cluster_061,1,1,2017-08-20,2017-08-20,40-44,F,848,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
15_16_20,cluster_135,1,1,2017-08-18,2017-08-18,30-34,M,2522,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
15_17_16,cluster_137,1,1,2017-08-18,2017-08-18,30-34,M,2474,0,0.0,2,2,40.0,0,1,0.0,0.0,,0.0,,False
15_18_16,cluster_141,1,1,2017-08-29,2017-08-29,35-39,F,2459,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
15_19_18,cluster_148,1,1,2017-08-19,2017-08-19,45-49,M,818,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
15_21_21,cluster_153,1,1,2017-08-29,2017-08-29,40-44,M,4414,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
16_19_17,cluster_172,1,1,2017-08-28,2017-08-28,30-34,F,4010,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
18_20_20,cluster_205,1,1,2017-08-28,2017-08-28,30-34,F,1635,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
18_21_22,cluster_210,2,1,2017-08-19,2017-08-21,30-34,"F, M",4050,0,0.0,2,1,20.0,0,1,0.0,0.0,,0.0,,False
18_22_23,cluster_211,1,1,2017-08-28,2017-08-28,45-49,M,1299,0,0.0,2,0,0.0,0,0,0.0,0.0,,,,False
19_20_23,cluster_228,1,1,2017-08-21,2017-08-21,45-49,F,529,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
19_24_20,cluster_237,1,1,2017-08-28,2017-08-28,45-49,M,371,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
19_25_21,cluster_239,1,1,2017-08-18,2017-08-18,45-49,F,530,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
20_22_21,cluster_254,2,1,2017-08-21,2017-08-25,45-49,"F, M",932,0,0.0,2,0,0.0,0,0,0.0,0.0,,,,False
20_23_25,cluster_260,1,1,2017-08-29,2017-08-29,30-34,F,529,0,0.0,0,0,0.0,0,0,0.0,0.0,,,,False
20_26_25,cluster_268,1,1,2017-08-25,2017-08-25,30-34,F,487,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
21_23_24,cluster_283,2,1,2017-08-20,2017-08-26,"30-34, 40-44","F, M",1281,0,0.0,2,1,20.0,0,1,0.0,0.0,,0.0,,False
21_23_26,cluster_284,1,1,2017-08-22,2017-08-22,45-49,M,1609,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
21_24_23,cluster_286,1,1,2017-08-25,2017-08-25,30-34,F,608,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
21_24_24,cluster_287,1,1,2017-08-21,2017-08-21,30-34,M,472,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
21_26_25,cluster_292,1,1,2017-08-19,2017-08-19,40-44,F,708,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
21_27_22,cluster_293,1,1,2017-08-21,2017-08-21,40-44,M,7073,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
21_27_23,cluster_294,2,1,2017-08-19,2017-08-25,45-49,"F, M",1684,0,0.0,2,1,20.0,0,1,0.0,0.0,,0.0,,False
21_27_24,cluster_295,1,1,2017-08-24,2017-08-24,35-39,F,512,0,0.0,0,0,0.0,0,0,0.0,0.0,,,,False
22_24_25,cluster_309,1,1,2017-08-21,2017-08-21,30-34,F,2554,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
23_27_29,cluster_336,1,1,2017-08-21,2017-08-21,45-49,F,1168,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
23_29_28,cluster_341,1,1,2017-08-20,2017-08-20,30-34,F,523,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
24_26_28,cluster_357,1,1,2017-08-18,2017-08-18,30-34,F,830,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
24_29_25,cluster_362,1,1,2017-08-22,2017-08-22,30-34,M,246,0,0.0,2,2,40.0,0,1,0.0,0.0,,0.0,,False
25_23_24,cluster_371,1,0,2017-08-22,2017-08-22,30-34,F,6838,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
25_30_28,cluster_383,1,1,2017-08-22,2017-08-22,30-34,F,696,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
26_27_28,cluster_397,1,1,2017-08-29,2017-08-29,35-39,M,591,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
26_28_27,cluster_400,1,1,2017-08-29,2017-08-29,35-39,M,7573,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
26_32_29,cluster_413,1,1,2017-08-26,2017-08-26,30-34,M,1030,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
27_30_33,cluster_437,1,1,2017-08-24,2017-08-24,30-34,F,1955,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
28_30_31,cluster_466,1,1,2017-08-19,2017-08-19,40-44,F,926,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
28_30_33,cluster_468,1,1,2017-08-18,2017-08-18,35-39,M,460,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
28_32_30,cluster_473,1,1,2017-08-28,2017-08-28,35-39,M,3199,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
29_30_30,cluster_494,1,1,2017-08-17,2017-08-17,30-34,M,1915,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
29_32_32,cluster_503,1,1,2017-08-27,2017-08-27,40-44,F,2755,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
29_34_34,cluster_515,1,1,2017-08-21,2017-08-21,30-34,M,1888,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
29_35_30,cluster_517,1,1,2017-08-29,2017-08-29,30-34,M,4608,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
2_3_6,cluster_524,1,1,2017-08-23,2017-08-23,30-34,F,506,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
2_4_4,cluster_526,1,1,2017-08-22,2017-08-22,30-34,M,9370,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
30_31_32,cluster_549,1,1,2017-08-20,2017-08-20,30-34,F,535,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
30_32_32,cluster_554,1,1,2017-08-23,2017-08-23,35-39,F,761,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
30_36_31,cluster_560,1,1,2017-08-24,2017-08-24,30-34,F,493,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
30_36_36,cluster_562,1,1,2017-08-28,2017-08-28,30-34,M,1371,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
31_32_33,cluster_580,2,2,2017-08-23,2017-08-30,30-34,M,17568,0,0.0,2,0,0.0,0,0,0.0,0.0,,,,False
31_34_33,cluster_585,1,1,2017-08-30,2017-08-30,30-34,M,1024,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
31_35_33,cluster_586,1,1,2017-08-27,2017-08-27,30-34,M,2214,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
31_37_33,cluster_588,1,1,2017-08-27,2017-08-27,45-49,M,839,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
31_37_34,cluster_589,2,2,2017-08-22,2017-08-30,30-34,"F, M",3690,0,0.0,3,2,40.0,0,1,0.0,0.0,,0.0,,False
32_33_34,cluster_601,1,1,2017-08-19,2017-08-19,35-39,F,498,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
32_33_38,cluster_605,1,1,2017-08-22,2017-08-22,35-39,M,398,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
32_35_36,cluster_607,1,1,2017-08-27,2017-08-27,30-34,M,1273,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
32_37_36,cluster_613,2,1,2017-08-20,2017-08-24,30-34,F,2430,0,0.0,2,0,0.0,0,0,0.0,0.0,,,,False
32_37_37,cluster_614,1,1,2017-08-19,2017-08-19,30-34,M,550,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
36_37_41,cluster_648,1,1,2017-08-28,2017-08-28,40-44,M,834,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
36_38_38,cluster_650,2,1,2017-08-26,2017-08-27,30-34,M,1752,0,0.0,2,1,20.0,0,1,0.0,0.0,,0.0,,False
36_40_40,cluster_656,1,1,2017-08-18,2017-08-18,35-39,F,652,0,0.0,0,0,0.0,0,0,0.0,0.0,,,,False
37_32_34,cluster_663,1,0,2017-08-22,2017-08-22,30-34,F,8350,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
63_69_64,cluster_688,1,1,2017-08-25,2017-08-25,35-39,F,1238,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
63_69_65,cluster_689,1,1,2017-08-30,2017-08-30,30-34,M,2383,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
63_69_69,cluster_691,1,1,2017-08-24,2017-08-24,30-34,F,1491,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
64_66_65,cluster_700,1,1,2017-08-23,2017-08-23,30-34,M,616,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
64_66_66,cluster_701,1,1,2017-08-24,2017-08-24,30-34,F,1495,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
64_67_68,cluster_705,1,1,2017-08-25,2017-08-25,45-49,F,1363,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
64_67_70,cluster_707,2,1,2017-08-18,2017-08-23,"30-34, 35-39","F, M",3184,0,0.0,2,0,0.0,0,0,0.0,0.0,,,,False
64_68_65,cluster_708,1,1,2017-08-21,2017-08-21,30-34,M,792,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
64_70_68,cluster_717,2,1,2017-08-20,2017-08-20,30-34,F,3093,0,0.0,2,0,0.0,0,0,0.0,0.0,,,,False
65_67_68,cluster_727,1,1,2017-08-23,2017-08-23,30-34,M,152,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
65_68_69,cluster_729,1,1,2017-08-29,2017-08-29,45-49,M,1006,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
65_69_71,cluster_730,1,1,2017-08-21,2017-08-21,30-34,F,2879,0,0.0,1,1,20.0,0,1,0.0,0.0,,0.0,,False
66_67_69,cluster_740,1,1,2017-08-24,2017-08-24,30-34,M,10991,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
6_2_7,cluster_763,1,0,2017-08-18,2017-08-18,30-34,F,5264,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
7_10_11,cluster_771,1,1,2017-08-21,2017-08-21,35-39,M,715,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
7_10_12,cluster_772,2,1,2017-08-19,2017-08-23,40-44,"F, M",2429,0,0.0,2,1,20.0,0,1,0.0,0.0,,0.0,,False
7_12_10,cluster_776,1,1,2017-08-18,2017-08-18,35-39,M,559,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
7_8_8,cluster_779,1,1,2017-08-29,2017-08-29,30-34,M,735,0,0.0,1,0,0.0,0,0,0.0,0.0,,,,False
